Date,Open,High,Low,Close,Adj Close,Volume
1/2/2018,46.380001,46.900002,46.209999,46.849998,46.267269,23370800
1/3/2018,45.470001,46.209999,43.650002,45.259998,44.697044,116479000
1/4/2018,43.52,44.650002,42.689999,44.43,43.877369,89209100
1/5/2018,44.43,45.150002,43.900002,44.740002,44.183517,41824000
1/8/2018,44.27,44.84,43.959999,44.740002,44.183517,33733800
1/9/2018,44.700001,44.84,43.490002,43.619999,43.077446,44282300
1/10/2018,43.330002,43.599998,42.439999,42.5,41.971378,45735000
1/11/2018,42.799999,43.580002,42.450001,43.41,42.87006,35371500
1/12/2018,43.450001,43.599998,43.009998,43.240002,42.702175,29973600
1/16/2018,43.549999,43.790001,42.889999,43.139999,42.603416,38367200
1/17/2018,43.549999,44.450001,43.509998,44.389999,43.837868,32368600
1/18/2018,44.400002,44.740002,44.169998,44.48,43.926746,26826500
1/19/2018,44.619999,44.889999,44.25,44.82,44.26252,25780200
1/22/2018,44.799999,45.790001,44.790001,45.75,45.180954,27706800
1/23/2018,45.810001,46.09,45.630001,46.060001,45.487099,22135100
1/24/2018,45.900002,46.130001,44.959999,45.509998,44.943935,32464200
1/25/2018,45.880001,46.369999,45.169998,45.299999,44.736549,36758700
1/26/2018,48.380001,50.150002,48.119999,50.080002,49.457096,86916100
1/29/2018,49.599998,50.849998,49.369999,49.98,49.358341,46304000
1/30/2018,49.48,50.060001,48.740002,48.790001,48.183144,32814600
1/31/2018,49.23,49.25,47.560001,48.139999,47.541225,41619900
2/1/2018,47.700001,48.470001,47.450001,47.650002,47.057323,28840400
2/2/2018,47.32,47.790001,46.099998,46.150002,45.575977,28663000
2/5/2018,46.349998,47.259998,44.5,44.52,43.966251,47869000
2/6/2018,44.02,44.93,43.029999,44.91,44.65229,58145400
2/7/2018,44.580002,46.299999,44.34,45.200001,44.940628,37508400
2/8/2018,45.279999,45.419998,42.740002,42.75,42.504688,43151300
2/9/2018,43.5,44.279999,42.040001,43.950001,43.697803,49301100
2/12/2018,44.150002,45.16,44.09,44.830002,44.572754,28379500
2/13/2018,44.59,44.779999,44.259998,44.459999,44.204872,19517600
2/14/2018,44.07,45.509998,44.040001,45.380001,45.119595,19922000
2/15/2018,45.880001,45.990002,44.950001,45.919998,45.656494,23536800
2/16/2018,45.82,46.59,45.509998,45.560001,45.298565,21475200
2/20/2018,45.459999,46.709999,45.389999,46.32,46.054199,25512000
2/21/2018,46.669998,47.060001,45.919998,45.939999,45.67638,27527500
2/22/2018,46.139999,46.560001,45.619999,45.799999,45.537186,16946400
2/23/2018,46.34,47.790001,46.310001,47.73,47.456108,26040900
2/26/2018,48.200001,49.130001,48.099998,49.110001,48.828194,26992300
2/27/2018,49.369999,50.900002,49.310001,49.91,49.6236,43624100
2/28/2018,50.18,50.34,49.279999,49.290001,49.00716,35541200
3/1/2018,49.5,49.720001,47.470001,47.84,47.565479,36326600
3/2/2018,47.200001,49.049999,46.959999,48.98,48.698936,33310600
3/5/2018,48.57,49.799999,48.040001,49.75,49.46452,30826500
3/6/2018,50.16,51.330002,50.150002,50.709999,50.41901,39132300
3/7/2018,50.18,51.490002,50.099998,51.32,51.025509,31801900
3/8/2018,51.790001,52.080002,50.470001,50.740002,50.448841,29481200
3/9/2018,51.27,52.299999,51,52.189999,51.890514,32727900
3/12/2018,51.860001,51.950001,50.5,51.52,51.224361,32044400
3/13/2018,52.52,53.779999,51.389999,51.779999,51.482868,45573900
3/14/2018,52.060001,52.18,51.310001,51.860001,51.562412,24993500
3/15/2018,52.23,52.299999,50.880001,50.880001,50.588036,25631200
3/16/2018,51.169998,51.700001,50.990002,51.169998,50.876369,42559800
3/19/2018,50.740002,51.23,49.93,50.830002,50.538322,31115200
3/20/2018,50.880001,51.810001,50.849998,51.549999,51.254189,22215000
3/21/2018,51.549999,52.169998,51.169998,51.560001,51.264133,23239500
3/22/2018,50.740002,51.959999,50.599998,50.830002,50.538322,30916000
3/23/2018,50.59,50.990002,49.360001,49.360001,49.076756,37683900
3/26/2018,50.740002,52.490002,50.32,52.48,52.178852,39306200
3/27/2018,53.009998,53.25,50.779999,51.189999,50.896255,38777000
3/28/2018,50.5,50.700001,49.009998,49.599998,49.315376,37970900
3/29/2018,49.98,52.080002,49.869999,52.080002,51.781151,45265800
4/2/2018,51.689999,52.040001,47.290001,48.919998,48.639278,67187800
4/3/2018,49,49.959999,48.41,49.75,49.46452,39432400
4/4/2018,48.099998,50.16,48.009998,49.990002,49.703144,30370000
4/5/2018,50.009998,50.720001,49.970001,50.380001,50.090904,25115400
4/6/2018,49.790001,50.400002,48.5,48.790001,48.510029,28215200
4/9/2018,49.16,51.110001,49.16,49.549999,49.265667,31437000
4/10/2018,51.119999,51.490002,50.34,51.27,50.975796,25906400
4/11/2018,50.990002,51.73,50.82,51.099998,50.80677,17568400
4/12/2018,51.490002,53.27,51.450001,52.720001,52.417477,29781400
4/13/2018,53.060001,53.209999,51.599998,51.860001,51.562412,20884900
4/16/2018,52.290001,52.529999,51.790001,52.400002,52.099312,18855500
4/17/2018,52.91,53.700001,52.889999,53.540001,53.232773,21228700
4/18/2018,53.52,54.360001,53.34,53.610001,53.302368,22164700
4/19/2018,52.950001,52.959999,51.610001,52.220001,51.920345,25422400
4/20/2018,52.169998,52.279999,50.880001,51.529999,51.234303,26910100
4/23/2018,51.689999,51.889999,50.849998,51.099998,50.80677,21706700
4/24/2018,51.869999,53.639999,51.139999,51.450001,51.154766,42494700
4/25/2018,51.860001,52.099998,50.599998,51.380001,51.085167,25752800
4/26/2018,52.259998,53.27,52.07,53.049999,52.745583,39575000
4/27/2018,55.439999,55.790001,52.23,52.73,52.427418,69888100
4/30/2018,52.560001,53.369999,51.209999,51.619999,51.323788,36417400
5/1/2018,51.639999,53.419998,51.439999,53.330002,53.023979,27600800
5/2/2018,53.09,53.200001,52.150002,52.310001,52.00983,25778300
5/3/2018,51.889999,52.560001,51.209999,52.279999,51.98,28561000
5/4/2018,51.619999,52.84,51,52.779999,52.779999,25642500
5/7/2018,52.860001,53.580002,52.830002,53.330002,53.330002,20285700
5/8/2018,53.290001,53.630001,52.799999,53.630001,53.630001,21026800
5/9/2018,53.759998,54.369999,53.189999,54.34,54.34,19827500
5/10/2018,54.549999,55,54.099998,54.98,54.98,18715900
5/11/2018,54.619999,55.189999,54.43,54.669998,54.669998,15405000
5/14/2018,54.77,55.240002,54.740002,54.900002,54.900002,21878200
5/15/2018,54.580002,54.75,53.560001,53.919998,53.919998,21712600
5/16/2018,54.169998,54.700001,53.959999,54.639999,54.639999,16260500
5/17/2018,54.549999,55.439999,54.419998,54.810001,54.810001,16872600
5/18/2018,54.529999,54.540001,53.470001,53.5,53.5,23679900
5/21/2018,54.360001,55.220001,53.860001,54.32,54.32,25367400
5/22/2018,54.73,55.049999,54.049999,54.450001,54.450001,19009600
5/23/2018,54,55.23,53.84,55.209999,55.209999,20496500
